2024-02-27 14:52:51.676 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.676 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.676 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.676 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.676 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.676 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.677 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.677 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.677 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
2024-02-27 14:52:51.677 WARN  [http-nio-8080-exec-3] c.n.s.service.StudentService - updateStudent  - class com.na.student_assgn.service.StudentService cannot access a member of class com.na.student_assgn.model.Student with modifiers "private"
